alpha,target,interior_coverage,interior_width,boundary_coverage,boundary_width
0.05,0.95,0.9691921851155045,1.0224401950836182,0.9598685851401443,0.7660046219825745
0.1,0.9,0.9272106179006916,0.9571495652198792,0.9163288123640054,0.6795214414596558
0.15,0.85,0.8821094751621859,0.9571390748023987,0.8707988957023557,0.618134617805481
