rank,T,samples_per_local_epoch,final_ssim,final_psnr,final_loss,bytes_per_round,compression_vs_dpsgd,wall_clock_min
16,25,40,0.2393040880560875,11.457962840795517,0.9860434010624886,192,308218.8125,2.816876928011576
32,25,40,0.239202119410038,11.494456827640533,0.9857614487409592,384,154109.40625,2.944765555858612
64,25,40,0.23909810185432434,11.14641398191452,0.9907187893986702,768,77054.703125,2.965349872907003
